Id,honest_split,factor,outcome,effect
333,telecom_v2_development,verification_gap,seller_concession_ratio,0.09844829834398225
378,telecom_v2_development,integration_burden,deal,0.0
378,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.04575749056067524
378,telecom_v2_development,integration_burden,terminal_quote_log10,0.024305658926053297
378,telecom_v2_development,integration_burden,action_count,0.0
378,telecom_v2_development,integration_burden,seller_concession_ratio,-0.04475508046517093
378,telecom_v2_development,verification_gap,deal,0.0
378,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
378,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
378,telecom_v2_development,verification_gap,action_count,0.0
378,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
382,telecom_v2_development,coverage_strength,deal,0.0
382,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
382,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0015001551424083104
382,telecom_v2_development,coverage_strength,action_count,0.0
382,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.002789400278940035
411,telecom_v2_development,coverage_strength,deal,0.0
411,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0716022020996494
411,telecom_v2_development,coverage_strength,terminal_quote_log10,0.11345240815219348
411,telecom_v2_development,coverage_strength,action_count,-3.0
411,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
411,telecom_v2_development,verification_gap,deal,0.0
411,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
411,telecom_v2_development,verification_gap,terminal_quote_log10,0.002466110584620651
411,telecom_v2_development,verification_gap,action_count,2.0
411,telecom_v2_development,verification_gap,seller_concession_ratio,-0.004670294357084687
431,telecom_v2_development,coverage_strength,deal,0.0
431,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.013188453581495896
431,telecom_v2_development,coverage_strength,terminal_quote_log10,0.00843316753686274
431,telecom_v2_development,coverage_strength,action_count,-2.0
431,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.015073861923424775
431,telecom_v2_development,verification_gap,deal,0.0
431,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.013188453581495896
431,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
431,telecom_v2_development,verification_gap,action_count,2.0
431,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
506,telecom_v2_development,coverage_strength,deal,0.0
506,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.03261876085072002
506,telecom_v2_development,coverage_strength,terminal_quote_log10,0.007825337511956576
506,telecom_v2_development,coverage_strength,action_count,-2.0
506,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.014619883040935672
506,telecom_v2_development,verification_gap,deal,0.0
506,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
506,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
506,telecom_v2_development,verification_gap,action_count,0.0
506,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
532,telecom_v2_development,verification_gap,deal,0.0
532,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.014484014265079725
532,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
532,telecom_v2_development,verification_gap,action_count,-2.0
532,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
534,telecom_v2_development,verification_gap,deal,0.0
534,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
534,telecom_v2_development,verification_gap,terminal_quote_log10,-0.023332644478430087
534,telecom_v2_development,verification_gap,action_count,0.0
534,telecom_v2_development,verification_gap,seller_concession_ratio,0.04956268221574344
554,telecom_v2_development,coverage_strength,deal,0.0
554,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
554,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
554,telecom_v2_development,coverage_strength,action_count,0.0
554,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
554,telecom_v2_development,verification_gap,deal,0.0
554,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.014862637619175612
554,telecom_v2_development,verification_gap,terminal_quote_log10,-0.007553137890445871
554,telecom_v2_development,verification_gap,action_count,2.0
554,telecom_v2_development,verification_gap,seller_concession_ratio,0.015073861923424775
568,telecom_v2_development,coverage_strength,deal,0.0
568,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
568,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
568,telecom_v2_development,coverage_strength,action_count,0.0
568,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
583,telecom_v2_development,coverage_limitation,deal,0.0
583,telecom_v2_development,coverage_limitation,buyer_initial_quote_log10,-0.01213391364959815
583,telecom_v2_development,coverage_limitation,terminal_quote_log10,-0.034373977507185405
583,telecom_v2_development,coverage_limitation,action_count,2.0
583,telecom_v2_development,coverage_limitation,seller_concession_ratio,0.06617138908085696
583,telecom_v2_development,integration_burden,deal,0.0
583,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
583,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
583,telecom_v2_development,integration_burden,action_count,0.0
583,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
583,telecom_v2_development,verification_gap,deal,0.0
583,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.01213391364959815
583,telecom_v2_development,verification_gap,terminal_quote_log10,-0.013502470403647049
583,telecom_v2_development,verification_gap,action_count,2.0
583,telecom_v2_development,verification_gap,seller_concession_ratio,0.025915687629578438
607,telecom_v2_development,coverage_strength,deal,0.0
607,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
607,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
607,telecom_v2_development,coverage_strength,action_count,0.0
607,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
607,telecom_v2_development,integration_burden,deal,0.0
607,telecom_v2_development,integration_burden,buyer_initial_quote_log10,-0.005752328889091274
607,telecom_v2_development,integration_burden,terminal_quote_log10,-0.024133679716719314
607,telecom_v2_development,integration_burden,action_count,2.0
607,telecom_v2_development,integration_burden,seller_concession_ratio,0.05134788189987163
607,telecom_v2_development,verification_gap,deal,0.0
607,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.005752328889091274
607,telecom_v2_development,verification_gap,terminal_quote_log10,0.024133679716719314
607,telecom_v2_development,verification_gap,action_count,-2.0
607,telecom_v2_development,verification_gap,seller_concession_ratio,-0.05134788189987163
659,telecom_v2_development,coverage_strength,deal,0.0
659,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
659,telecom_v2_development,coverage_strength,terminal_quote_log10,-0.03950854128367354
659,telecom_v2_development,coverage_strength,action_count,0.0
659,telecom_v2_development,coverage_strength,seller_concession_ratio,0.08076402770206151
659,telecom_v2_development,verification_gap,deal,0.0
659,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
659,telecom_v2_development,verification_gap,terminal_quote_log10,0.04997397496183886
659,telecom_v2_development,verification_gap,action_count,0.0
659,telecom_v2_development,verification_gap,seller_concession_ratio,-0.10095503462757688
756,telecom_v2_development,coverage_strength,deal,0.0
756,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
756,telecom_v2_development,coverage_strength,terminal_quote_log10,-0.007825337511956576
756,telecom_v2_development,coverage_strength,action_count,0.0
756,telecom_v2_development,coverage_strength,seller_concession_ratio,0.015073861923424775
756,telecom_v2_development,verification_gap,deal,1.0
756,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.02530586526477041
756,telecom_v2_development,verification_gap,terminal_quote_log10,-0.03218468337140168
756,telecom_v2_development,verification_gap,action_count,0.0
756,telecom_v2_development,verification_gap,seller_concession_ratio,0.06029544769369913
762,telecom_v2_development,verification_gap,deal,0.0
762,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
762,telecom_v2_development,verification_gap,terminal_quote_log10,0.0234535224720398
762,telecom_v2_development,verification_gap,action_count,0.0
762,telecom_v2_development,verification_gap,seller_concession_ratio,-0.047684865238424315
767,telecom_v2_development,verification_gap,deal,0.0
767,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
767,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
767,telecom_v2_development,verification_gap,action_count,4.0
767,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
774,telecom_v2_development,governance_risk,deal,0.0
774,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.020203386088286646
774,telecom_v2_development,governance_risk,terminal_quote_log10,0.018483405694012855
774,telecom_v2_development,governance_risk,action_count,-2.0
774,telecom_v2_development,governance_risk,seller_concession_ratio,-0.03644314868804663
774,telecom_v2_development,verification_gap,deal,0.0
774,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.020203386088286646
774,telecom_v2_development,verification_gap,terminal_quote_log10,0.018483405694012855
774,telecom_v2_development,verification_gap,action_count,-2.0
774,telecom_v2_development,verification_gap,seller_concession_ratio,-0.03644314868804663
894,telecom_v2_development,coverage_strength,deal,0.0
894,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
894,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
894,telecom_v2_development,coverage_strength,action_count,0.0
894,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
915,telecom_v2_development,coverage_strength,deal,0.0
915,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
915,telecom_v2_development,coverage_strength,terminal_quote_log10,0.03317725826400997
915,telecom_v2_development,coverage_strength,action_count,0.0
915,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.05814843152257079
915,telecom_v2_development,integration_burden,deal,0.0
915,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
915,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
915,telecom_v2_development,integration_burden,action_count,0.0
915,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
915,telecom_v2_development,verification_gap,deal,0.0
915,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
915,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
915,telecom_v2_development,verification_gap,action_count,0.0
915,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
917,telecom_v2_development,coverage_strength,deal,0.0
917,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
917,telecom_v2_development,coverage_strength,terminal_quote_log10,0.01200890747301564
917,telecom_v2_development,coverage_strength,action_count,-2.0
917,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.024168210746797716
978,telecom_v2_development,coverage_strength,deal,0.0
978,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.04109647429174368
978,telecom_v2_development,coverage_strength,terminal_quote_log10,0.03968781092169138
978,telecom_v2_development,coverage_strength,action_count,-2.0
978,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.07716906505091307
1039,telecom_v2_development,verification_gap,deal,0.0
1039,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1039,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
1039,telecom_v2_development,verification_gap,action_count,0.0
1039,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1046,telecom_v2_development,coverage_strength,deal,0.0
1046,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
1046,telecom_v2_development,coverage_strength,terminal_quote_log10,-0.011581872549815131
1046,telecom_v2_development,coverage_strength,action_count,0.0
1046,telecom_v2_development,coverage_strength,seller_concession_ratio,0.024189646831156264
1072,telecom_v2_development,verification_gap,deal,0.0
1072,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1072,telecom_v2_development,verification_gap,terminal_quote_log10,0.055047566330905795
1072,telecom_v2_development,verification_gap,action_count,0.0
1072,telecom_v2_development,verification_gap,seller_concession_ratio,-0.10711684305240157
1080,telecom_v2_development,governance_risk,deal,0.0
1080,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1080,telecom_v2_development,governance_risk,terminal_quote_log10,0.011810961032987066
1080,telecom_v2_development,governance_risk,action_count,0.0
1080,telecom_v2_development,governance_risk,seller_concession_ratio,-0.023905767809797
1080,telecom_v2_development,verification_gap,deal,1.0
1080,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1080,telecom_v2_development,verification_gap,terminal_quote_log10,-0.0011989565403602853
1080,telecom_v2_development,verification_gap,action_count,1.0
1080,telecom_v2_development,verification_gap,seller_concession_ratio,0.002390576780979703
1093,telecom_v2_development,coverage_strength,deal,0.0
1093,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
1093,telecom_v2_development,coverage_strength,terminal_quote_log10,0.012234456417011597
1093,telecom_v2_development,coverage_strength,action_count,0.0
1093,telecom_v2_development,coverage_strength,seller_concession_ratio,-0.024189646831156264
1093,telecom_v2_development,verification_gap,deal,0.0
1093,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1093,telecom_v2_development,verification_gap,terminal_quote_log10,0.011899223299707717
1093,telecom_v2_development,verification_gap,action_count,0.0
1093,telecom_v2_development,verification_gap,seller_concession_ratio,-0.024189646831156278
1130,telecom_v2_development,coverage_limitation,deal,0.0
1130,telecom_v2_development,coverage_limitation,buyer_initial_quote_log10,0.0
1130,telecom_v2_development,coverage_limitation,terminal_quote_log10,0.024657561690023755
1130,telecom_v2_development,coverage_limitation,action_count,0.0
1130,telecom_v2_development,coverage_limitation,seller_concession_ratio,-0.0467749529190207
1130,telecom_v2_development,coverage_strength,deal,0.0
1130,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
1130,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
1130,telecom_v2_development,coverage_strength,action_count,0.0
1130,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
1130,telecom_v2_development,governance_risk,deal,0.0
1130,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1130,telecom_v2_development,governance_risk,terminal_quote_log10,0.0
1130,telecom_v2_development,governance_risk,action_count,0.0
1130,telecom_v2_development,governance_risk,seller_concession_ratio,0.0
1130,telecom_v2_development,verification_gap,deal,0.0
1130,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1130,telecom_v2_development,verification_gap,terminal_quote_log10,-0.024657561690023755
1130,telecom_v2_development,verification_gap,action_count,0.0
1130,telecom_v2_development,verification_gap,seller_concession_ratio,0.0467749529190207
1136,telecom_v2_development,coverage_limitation,deal,0.0
1136,telecom_v2_development,coverage_limitation,buyer_initial_quote_log10,-0.032449097997931275
1136,telecom_v2_development,coverage_limitation,terminal_quote_log10,-0.015567899151002429
1136,telecom_v2_development,coverage_limitation,action_count,2.0
1136,telecom_v2_development,coverage_limitation,seller_concession_ratio,0.03373436262136817
1136,telecom_v2_development,coverage_strength,deal,0.0
1136,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
1136,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
1136,telecom_v2_development,coverage_strength,action_count,0.0
1136,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
1136,telecom_v2_development,governance_risk,deal,0.0
1136,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1136,telecom_v2_development,governance_risk,terminal_quote_log10,0.0
1136,telecom_v2_development,governance_risk,action_count,0.0
1136,telecom_v2_development,governance_risk,seller_concession_ratio,0.0
1136,telecom_v2_development,integration_burden,deal,0.0
1136,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1136,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
1136,telecom_v2_development,integration_burden,action_count,0.0
1136,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
1149,telecom_v2_development,integration_burden,deal,0.0
1149,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1149,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
1149,telecom_v2_development,integration_burden,action_count,0.0
1149,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
1153,telecom_v2_development,coverage_strength,deal,0.0
1153,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,0.0
1153,telecom_v2_development,coverage_strength,terminal_quote_log10,0.0
1153,telecom_v2_development,coverage_strength,action_count,0.0
1153,telecom_v2_development,coverage_strength,seller_concession_ratio,0.0
1153,telecom_v2_development,integration_burden,deal,0.0
1153,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1153,telecom_v2_development,integration_burden,terminal_quote_log10,0.01286539607172843
1153,telecom_v2_development,integration_burden,action_count,0.0
1153,telecom_v2_development,integration_burden,seller_concession_ratio,-0.02772785622593068
1153,telecom_v2_development,verification_gap,deal,0.0
1153,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1153,telecom_v2_development,verification_gap,terminal_quote_log10,-0.01286539607172843
1153,telecom_v2_development,verification_gap,action_count,0.0
1153,telecom_v2_development,verification_gap,seller_concession_ratio,0.02772785622593068
1158,telecom_v2_development,verification_gap,deal,0.0
1158,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1158,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
1158,telecom_v2_development,verification_gap,action_count,0.0
1158,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1219,telecom_v2_development,integration_burden,deal,0.0
1219,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1219,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
1219,telecom_v2_development,integration_burden,action_count,0.0
1219,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
1219,telecom_v2_development,verification_gap,deal,0.0
1219,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.03549874501426409
1219,telecom_v2_development,verification_gap,terminal_quote_log10,-0.0584057578540671
1219,telecom_v2_development,verification_gap,action_count,3.0
1219,telecom_v2_development,verification_gap,seller_concession_ratio,0.08558116723884256
1220,telecom_v2_development,integration_burden,deal,1.0
1220,telecom_v2_development,integration_burden,buyer_initial_quote_log10,-0.027506421093630884
1220,telecom_v2_development,integration_burden,terminal_quote_log10,-0.0532701418282886
1220,telecom_v2_development,integration_burden,action_count,6.0
1220,telecom_v2_development,integration_burden,seller_concession_ratio,0.09857063300538335
1220,telecom_v2_development,verification_gap,deal,1.0
1220,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.027506421093630884
1220,telecom_v2_development,verification_gap,terminal_quote_log10,-0.05931400121598207
1220,telecom_v2_development,verification_gap,action_count,0.0
1220,telecom_v2_development,verification_gap,seller_concession_ratio,0.11137924633376647
1239,telecom_v2_development,governance_risk,deal,0.0
1239,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1239,telecom_v2_development,governance_risk,terminal_quote_log10,-0.012244383261476699
1239,telecom_v2_development,governance_risk,action_count,2.0
1239,telecom_v2_development,governance_risk,seller_concession_ratio,0.022247119078105004
1239,telecom_v2_development,integration_burden,deal,0.0
1239,telecom_v2_development,integration_burden,buyer_initial_quote_log10,-0.026328938722349093
1239,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
1239,telecom_v2_development,integration_burden,action_count,0.0
1239,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
1239,telecom_v2_development,verification_gap,deal,0.0
1239,telecom_v2_development,verification_gap,buyer_initial_quote_log10,-0.04282152982732956
1239,telecom_v2_development,verification_gap,terminal_quote_log10,-0.04184409991924998
1239,telecom_v2_development,verification_gap,action_count,3.0
1239,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1255,telecom_v2_development,verification_gap,deal,0.0
1255,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1255,telecom_v2_development,verification_gap,terminal_quote_log10,-0.009340026254142764
1255,telecom_v2_development,verification_gap,action_count,0.0
1255,telecom_v2_development,verification_gap,seller_concession_ratio,0.02019100692551537
1256,telecom_v2_development,verification_gap,deal,0.0
1256,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1256,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
1256,telecom_v2_development,verification_gap,action_count,0.0
1256,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1278,telecom_v2_development,governance_risk,deal,0.0
1278,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1278,telecom_v2_development,governance_risk,terminal_quote_log10,-0.047241337104636294
1278,telecom_v2_development,governance_risk,action_count,1.0
1278,telecom_v2_development,governance_risk,seller_concession_ratio,0.003281049935979524
1278,telecom_v2_development,integration_burden,deal,0.0
1278,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1278,telecom_v2_development,integration_burden,terminal_quote_log10,0.007968929671275937
1278,telecom_v2_development,integration_burden,action_count,-2.0
1278,telecom_v2_development,integration_burden,seller_concession_ratio,-0.016005121638924466
1289,telecom_v2_development,coverage_strength,deal,0.0
1289,telecom_v2_development,coverage_strength,buyer_initial_quote_log10,-0.005241814569222125
1289,telecom_v2_development,coverage_strength,terminal_quote_log10,-0.02482358372503235
1289,telecom_v2_development,coverage_strength,action_count,2.0
1289,telecom_v2_development,coverage_strength,seller_concession_ratio,0.04837929366231253
1289,telecom_v2_development,verification_gap,deal,0.0
1289,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1289,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
1289,telecom_v2_development,verification_gap,action_count,0.0
1289,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1300,telecom_v2_development,coverage_limitation,deal,0.0
1300,telecom_v2_development,coverage_limitation,buyer_initial_quote_log10,0.0
1300,telecom_v2_development,coverage_limitation,terminal_quote_log10,0.0
1300,telecom_v2_development,coverage_limitation,action_count,0.0
1300,telecom_v2_development,coverage_limitation,seller_concession_ratio,0.0
1300,telecom_v2_development,integration_burden,deal,0.0
1300,telecom_v2_development,integration_burden,buyer_initial_quote_log10,0.0
1300,telecom_v2_development,integration_burden,terminal_quote_log10,0.0
1300,telecom_v2_development,integration_burden,action_count,0.0
1300,telecom_v2_development,integration_burden,seller_concession_ratio,0.0
1300,telecom_v2_development,verification_gap,deal,0.0
1300,telecom_v2_development,verification_gap,buyer_initial_quote_log10,0.0
1300,telecom_v2_development,verification_gap,terminal_quote_log10,0.0
1300,telecom_v2_development,verification_gap,action_count,0.0
1300,telecom_v2_development,verification_gap,seller_concession_ratio,0.0
1318,telecom_v2_development,coverage_limitation,deal,0.0
1318,telecom_v2_development,coverage_limitation,buyer_initial_quote_log10,0.0
1318,telecom_v2_development,coverage_limitation,terminal_quote_log10,0.010219165181685419
1318,telecom_v2_development,coverage_limitation,action_count,0.0
1318,telecom_v2_development,coverage_limitation,seller_concession_ratio,-0.021423368610480303
1318,telecom_v2_development,governance_risk,deal,0.0
1318,telecom_v2_development,governance_risk,buyer_initial_quote_log10,0.0
1318,telecom_v2_development,governance_risk,terminal_quote_log10,0.0
1318,telecom_v2_development,governance_risk,action_count,0.0
1318,telecom_v2_development,governance_risk,seller_concession_ratio,0.0
1318,telecom_v2_development,verification_gap,deal,0.0
